MedInc,HouseAge,Population,AveOccup,AveRooms,Latitude,MedHouseVal
2.3447657583017163,0.9821426581785077,-0.974428597176841,-0.04959653614560169,0.6285594533305325,1.0525482830366881,4.526
2.3322379635373314,-0.6070189133741593,0.8614388682720691,-0.09251223020604676,0.32704135754480507,1.0431845516456963,3.585
1.7826994032844994,1.8561815225324745,-0.8207773518723147,-0.025842527794874767,1.1556204656817255,1.0385026859502022,3.521
0.9329675088245888,1.8561815225324745,-0.766028057568403,-0.050329301225959765,0.1569660820761381,1.0385026859502022,3.413
-0.012880995886439435,1.8561815225324745,-0.7598466856308645,-0.08561575927708796,0.3447107993516698,1.0385026859502022,3.422
0.08744663781489194,1.8561815225324745,-0.8940707619888416,-0.08961841834804066,-0.26972965928675957,1.0385026859502022,2.697
-0.11136630682830236,1.8561815225324745,-0.292711577779747,-0.0907249008582453,-0.2009176972725172,1.033820820254708,2.992
-0.39513664957954914,1.8561815225324745,-0.2370792303419012,-0.12347647112857443,-0.25523193267039723,1.033820820254708,2.414
-0.9423591469347639,1.0616007367561409,-0.1938096267791323,-0.10049920162528049,-0.45870257434508765,1.033820820254708,2.267
-0.0944695752343217,1.8561815225324745,0.1108437044281183,-0.08650141812972065,-0.18528315780534899,1.033820820254708,2.611
-0.35139464349045885,1.8561815225324745,-0.45519335442361397,-0.07769971749617116,0.019648332203345185,1.0385026859502022,2.815
-0.31591677092241194,1.8561815225324745,0.0693402071332175,-0.09836594568187058,-0.2653557555646469,1.0385026859502022,2.418
-0.41882365648699876,1.8561815225324745,-0.2891793652440107,-0.06975884916437779,-0.04298516714615038,1.0385026859502022,2.135
-0.6301117581014498,1.8561815225324745,-0.9541183750963577,-0.10474847893517437,-0.5775805815362782,1.033820820254708,1.913
-1.028527214284753,1.8561815225324745,-0.18851130797552793,-0.10743675682408677,-0.47131898220505597,1.0385026859502022,1.592
-0.9188826911998249,1.6972653653772076,-0.6432836719515687,-0.041451186127348424,-0.479596284699903,1.0385026859502022,1.4
-0.5767370358699966,1.8561815225324745,-0.5585105710938989,-0.06498150352462462,0.20636779942121725,1.0385026859502022,1.525
-0.9214093052699528,1.8561815225324745,-0.6865532755143376,-0.08974190540949739,-0.5562374673738996,1.0385026859502022,1.555
-0.9893646961977695,1.6972653653772076,-0.3845491037088892,-0.06815910205475886,-0.03448683126091502,1.033820820254708,1.587
-0.6671161266701989,1.8561815225324745,-0.6494650438891071,-0.054070400036224334,0.014734492839610838,1.033820820254708,1.629
-1.3227198400752775,0.9026845796008742,-0.8976029745245778,-0.05842591393916948,-0.36574856631245767,1.0385026859502022,1.475
-1.1354872099201703,1.0616007367561409,-0.4384153448788668,-0.05126267576274378,-0.3843226190260093,1.0385026859502022,1.598
-1.1294338637104884,1.8561815225324745,-0.3624727753605377,-0.09120379587788437,-0.13449887105128813,1.033820820254708,1.139
-0.8896160782208427,1.8561815225324745,-0.5055273830578554,-0.042947087607164466,-0.09504560588514352,1.033820820254708,0.997
-0.6688531738434118,1.8561815225324745,-0.3704202535659442,-0.06612577157912004,-0.06420787939119312,1.033820820254708,1.326
-0.7721285239598924,0.9821426581785077,-0.9788438628465114,-0.03916787278346332,-0.37718622655684253,1.0385026859502022,1.075
-0.742703997601527,1.6178072867995743,-0.722758454005634,-0.05111848001961739,-0.2833202089241091,1.0385026859502022,0.938
-1.085744495414526,1.8561815225324745,-0.2856471527082745,-0.02838843204905117,-0.26196995287251257,1.0385026859502022,1.055
-1.1729126808339403,1.6972653653772076,-0.26003861182418675,-0.06542921927722893,-0.41522288038298205,1.033820820254708,1.089
-1.1491730361333632,1.8561815225324745,-0.9099657183996547,-0.05028675357613252,-0.2933471011165669,1.033820820254708,1.32
-1.0228949704200927,1.6178072867995743,-0.49669685171851474,-0.07583301537994688,-0.14559425699178216,1.033820820254708,1.223
-1.0049454829635587,1.8561815225324745,-0.22736564586862656,-0.040644838653716896,-0.22105438581956893,1.033820820254708,1.152
-1.0915872904516968,1.538349208221941,-0.35275919088726304,-0.0007672585489872312,0.1246158382545519,1.033820820254708,1.104
-1.313666139657319,1.6178072867995743,-0.5929496433173272,-0.07499297111609159,-0.16111009190537745,1.0291389545592105,1.049
-0.6002661293980631,1.7767234439548412,-0.14789086381456118,-0.06967593986625004,-0.18470651075554104,1.0291389545592105,1.097
-1.2551855514924823,1.6178072867995743,-0.7554314199611942,-0.08777026608189302,-0.33415084408340817,1.0291389545592105,0.972
-1.459893928965975,1.538349208221941,-0.3871982631106914,-0.04155845588175912,-0.25120641633864566,1.0291389545592105,1.045
-1.2950849986832529,1.8561815225324745,-0.4631408326290205,-0.080390852276978,-0.6788776228996898,1.0291389545592105,1.039
-0.205640594319952,1.8561815225324745,-0.6503480970230412,-0.08096457296419295,-0.271498566904203,1.0291389545592105,1.914
-0.6742222287424339,1.8561815225324745,-0.04280754087640808,-0.10516350191603237,-0.7819960973500957,1.0291389545592105,1.76
-0.9332001709305501,1.8561815225324745,-0.4234034416019878,-0.06506177505424288,-0.4906040142495589,1.0291389545592105,1.554
-1.3609348778859633,1.7767234439548412,-0.8022332360596994,-0.09574131351928453,-0.6749746115242417,1.0291389545592105,1.5
-1.4978984156041497,1.6178072867995743,-0.8508011584260727,-0.060294906318829805,-0.669538066464067,1.033820820254708,1.188
0.04928423779733404,1.8561815225324745,-0.8463858927564024,-0.0685618287254152,-0.2550489377832096,1.033820820254708,1.888
-0.45172227719179,1.8561815225324745,-0.6759566379071289,-0.07802782126349564,-0.19692668864667803,1.0291389545592105,1.844
-0.6284273487213644,1.8561815225324745,-0.6247395561389534,-0.11468295573351324,-0.44214678905039806,1.0291389545592105,1.823
-0.9709941063962142,1.6972653653772076,-0.7148109758002275,-0.1005545624970305,-0.6985702375394177,1.0291389545592105,1.425
-1.1242753599839772,1.1410588153337744,-0.766028057568403,-0.0832985164936761,-0.5855684318218523,1.0244570888637163,1.375
-1.5370609336911332,0.9026845796008742,-0.885240230649501,-0.04110470482060184,-0.6179991039812831,1.0244570888637163,1.875
-1.1031149671466556,0.9026845796008742,-0.6406345125497664,-0.10418253850673168,-1.1080736886269666,1.0244570888637163,1.125
